hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar)
2417, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
2418, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
2419, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
2420, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
2421, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
2422, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
2423, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
2424, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
2425, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
2426, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
2427, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
2428, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
2429, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
2430, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
2431, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
2432, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
2433, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
2434, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
2435, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
2436, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
2437, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
2438, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
2439, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
2440, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
2441, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
2442, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
2443, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
2444, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
2445, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
2446, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
2447, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
2448, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
2449, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
2450, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
2451, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
2452, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
2453, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
2454, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
2455, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
2456, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
2457, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
2458, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
2459, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
2460, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
2461, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
2462, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
2463, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
2464, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
2465, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
2466, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
2467, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
2468, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
2469, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
2470, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
2471, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
2472, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
2473, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
2474, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
2475, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
2476, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
2477, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
2478, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
2479, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
2480, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
2481, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
2482, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
2483, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
2484, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
2485, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
2486, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
2487, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
2488, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
2489, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
2490, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
2491, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
2492, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
2493, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
2494, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
2495, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
2496, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
2497, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
2498, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
2499, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
2500, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
2501, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
2502, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
2503, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
2504, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
2505, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
2506, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
2507, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
2508, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
2509, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
2510, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
2511, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
2512, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
2513, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
2514, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
2515, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
2516, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
2517, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
2518, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
2519, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
2520, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
2521, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
2522, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
2523, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
2524, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
2525, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
2526, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
2527, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
2528, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
2529, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
2530, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
2531, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
2532, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
2533, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
2534, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
2535, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
2536, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
2537, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
2538, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
2539, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
2540, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
2541, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
2542, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
2543, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
2544, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
2545, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
2546, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
2547, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
2548, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
2549, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
2550, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
2551, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
2552, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
2553, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
2554, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
2555, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
2556, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
2557, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
2558, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
2559, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
2560, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
2561, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
2562, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
2563, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
2564, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
2565, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
2566, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
2567, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
2568, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
2569, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
2570, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
2571, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
2572, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
2573, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
2574, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
2575, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
2576, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
2577, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
2578, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
2579, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
2580, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
2581, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
2582, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
2583, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
2584, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
2585, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
2586, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
2587, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
2588, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
2589, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
2590, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
2591, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
2592, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
2593, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
2594, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
2595, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
2596, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
2597, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
2598, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
2599, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
2600, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
2601, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
2602, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
2603, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
2604, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
2605, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
2606, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
2607, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
2608, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
2609, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
2610, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
2611, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
2612, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
2613, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
2614, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
2615, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
2616, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
2617, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
2618, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
2619, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
2620, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
2621, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
2622, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
2623, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
2624, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
2625, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
2626, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
2627, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
2628, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
2629, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
2630, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
2631, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
2632, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
2633, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
2634, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
2635, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
2636, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
2637, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
2638, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
2639, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
2640, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
2641, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
2642, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
2643, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
2644, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
2645, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
2646, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
2647, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
2648, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
2649, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
2650, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
2651, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
2652, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
2653, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
2654, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
2655, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
2656, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
2657, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
2658, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
2659, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
2660, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
2661, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
2662, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
2663, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
2664, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
2665, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
2666, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
2667, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
2668, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
2669, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
2670, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
2671, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
2672, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
2673, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
2674, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
2675, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
2676, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
2677, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
2678, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
2679, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
2680, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
2681, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
2682, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
2683, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
2684, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
2685, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
2686, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
2687, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
2688, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
2689, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
2690, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
2691, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
2692, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
2693, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
2694, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
2695, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
2696, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
2697, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
2698, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
2699, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
2700, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
2701, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
2702, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
2703, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
2704, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
2705, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
2706, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
2707, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
2708, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
2709, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
2710, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
2711, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
2712, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
2713, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
2714, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
2715, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
2716, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
2717, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
2718, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
2719, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
2720, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
2721, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
2722, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
2723, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
2724, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
2725, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
2726, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
2727, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
2728, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
2729, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
2730, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
2731, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
2732, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
2733, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
2734, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
2735, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
2736, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
2737, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
2738, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
